brd	smi	cid	dataset
BRD-K49961249	C(N1[C@H]2CNC[C@@H]1[C@H]2c1ccc(cc1)-c1cccnc1)c1ccccn1	CID:60185155	phase I
BRD-K50281141	Fc1cccc(NC(=O)N2[C@H]3CNC[C@@H]2[C@H]3c2ccc(cc2)-c2cccc(c2)C#N)c1	CID:60191786	phase I
BRD-K50866992	CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)c3c[nH]c4ccccc34	CID:656665	phase I
BRD-K51166678	C(N1C[C@H]2N[C@@H](C1)[C@@H]2c1ccc(cc1)-c1cccnc1)c1ccc2OCOc2c1	CID:60184853	phase I
BRD-K51911655	C(C1CC1)N1[C@H]2CNC[C@@H]1[C@H]2c1ccc(cc1)-c1cccnc1	CID:60184987	phase I
BRD-K52136013	CN(C)CC(=O)N1C[C@H]2N[C@@H](C1)[C@H]2c1ccc(\C=C\c2ccccc2)cc1	CID:60185205	phase I
BRD-K52468146	CCCNC(=O)N1C[C@H]2N[C@@H](C1)[C@@H]2c1ccc(cc1)-c1ccc(OC)cc1	CID:60185125	phase I
BRD-K52870470	Fc1ccc(cc1)C(=O)N1C[C@H]2N[C@@H](C1)[C@@H]2c1ccc(cc1)-c1ccccc1F	CID:60184976	phase I
BRD-K52882725	Cc1ccccc1-c1ccc(cc1)[C@H]1[C@H]2CN(C[C@@H]1N2)C(=O)c1cnccn1	CID:60184977	phase I
BRD-K52913754	COc1cccc(c1)-c1ccc(cc1)[C@@H]1[C@@H]2CNC[C@H]1N2Cc1ccccc1F	CID:60185097	phase I
BRD-K53665955	OC(=O)[C@@]1(Cc2cccc(Nc3nccs3)n2)CC[C@@H](CC1)Oc1cccc(Cl)c1F	CID:24748204	phase I
BRD-K53955171	Cc1cccc(c1)S(=O)(=O)N1C[C@H]2N[C@@H](C1)[C@H]2c1ccc(cc1)-c1cncnc1	CID:60185280	phase I
BRD-K54127914	COc1ccccc1CN1C[C@H]2N[C@@H](C1)[C@H]2c1ccc(cc1)-c1ccncc1	CID:60184964	phase I
BRD-K55216615	Fc1cccc(F)c1S(=O)(=O)[C@H]2CC[C@H](CC2)S(=O)(=O)c3ccc4OCCOc4c3	CID:44142158	phase I
BRD-K55996983	C(N1C[C@H]2N[C@@H](C1)[C@@H]2c1ccc(cc1)-c1ccncc1)c1nccs1	CID:60184859	phase I
BRD-K59899596	COc1ccccc1-c1ccc(cc1)[C@H]1[C@H]2CN(C[C@@H]1N2)S(=O)(=O)c1ccc(C)cc1	CID:60184841	phase I
BRD-K60260474	O=C(C1CCCC1)N1C[C@H]2N[C@@H](C1)[C@@H]2c1ccc(cc1)-c1cncnc1	CID:60186754	phase I
BRD-K60341033	Cc1cccc(c1)-c1ccc(cc1)[C@H]1[C@H]2CNC[C@@H]1N2	CID:60184980	phase I
BRD-K60393413	COc1ccc(cc1)-c1ccc(cc1)[C@@H]1[C@H]2CN(Cc3cccc(OC)c3)C[C@@H]1N2	CID:60188214	phase I
BRD-K60474245	COc1cccc(CN2C[C@H]3N[C@@H](C2)[C@@H]3c2ccc(\C=C\C)cc2)c1	CID:60184937	phase I
BRD-K61847735	N#Cc1cccc(c1)-c1ccc(cc1)[C@@H]1[C@H]2CNC[C@@H]1N2	CID:60184851	phase I
BRD-K62200616	Fc1cccc(NC(=O)N2C[C@H]3N[C@@H](C2)[C@H]3c2ccc(cc2)-c2cncnc2)c1	CID:60184983	phase I
BRD-K62695275	Fc1cccc(c1)-c1ccc(cc1)[C@H]1[C@@H]2CNC[C@H]1N2Cc1ccccn1	CID:60185200	phase I
BRD-K62982419	COc1ccc(cc1OC1CCCC1)[C@@]1(CC[C@@H](CC1)C(O)=O)C#N	CID:151170	phase I
BRD-K63325940	C\C=C\c1ccc(cc1)[C@@H]1[C@@H]2CNC[C@H]1N2C(=O)Nc1ccccc1Cl	CID:60184861	phase I
BRD-K64517075	Cc1cc(O)c2C(=O)c3c(O)cc(O)c4C(=O)C(C)(C)c5cc(O)c1c2c5-c34	CID:135430323	phase I
BRD-K64639565	COc1ccccc1CN1[C@H]2CNC[C@@H]1[C@H]2c1ccc(cc1)-c1cccnc1	CID:60185231	phase I
BRD-K65003634	COc1ccccc1NC(=O)N1[C@H]2CNC[C@@H]1[C@@H]2c1ccc(cc1)-c1ccccc1C	CID:60185134	phase I
BRD-K65044501	Cc1cccc(c1)S(=O)(=O)N1C[C@H]2N[C@@H](C1)[C@H]2c1ccc(cc1)-c1ccccc1C	CID:60185153	phase I
BRD-K65395967	O=C(Nc1ccc2OCOc2c1)N1C[C@H]2N[C@@H](C1)[C@H]2c1ccc(cc1)-c1ccc(cc1)C#N	CID:60185133	phase I
BRD-K65402741	CN(C)C(=O)c1ccc(cc1)-c1ccc(cc1)[C@H]1[C@H]2CN(C[C@@H]1N2)C(=O)C1CCC1	CID:60185172	phase I
BRD-K65416438	CN(C)C(=O)c1ccc(cc1)-c1ccc(cc1)[C@H]1[C@@H]2CNC[C@H]1N2Cc1ccccn1	CID:60184935	phase I
BRD-K65567503	COc1ccccc1CN1C[C@H]2N[C@@H](C1)[C@H]2c1ccc(cc1)-c1cccnc1	CID:60185388	phase I
BRD-K65857447	Cc1ccc(cc1)-c1ccc(cc1)[C@H]1[C@@H]2CNC[C@H]1N2S(=O)(=O)c1ccc(C)cc1	CID:60184717	phase I
BRD-K66968629	ONC(=O)c1ccc(cc1)\N=N\c1ccc(cc1)C(O)=O	CID:73707540	phase I
BRD-K67074672	COc1cccc(c1)-c1ccc(cc1)[C@H]1[C@H]2CN(C[C@@H]1N2)C(=O)Nc1ccccc1F	CID:60185249	phase I
BRD-K68338581	O=C(N1C[C@H]2N[C@@H](C1)[C@H]2c1ccc(cc1)-c1cccc(c1)C#N)c1cccnc1	CID:60185008	phase I
BRD-K68496959	C\C=C\c1ccc(cc1)[C@H]1[C@H]2CN(C[C@@H]1N2)C(=O)Nc1ccccc1F	CID:60184936	phase I
BRD-K68804560	CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(c1ccccc1)c1ccccc1	CID:1201549	phase I
BRD-K70165037	CN(C)CC(=O)N1C[C@@H]2N[C@H](C1)[C@H]2c1ccc(cc1)-c1ccncc1	CID:60184950	phase I
BRD-K70557564	O[C@@H](COc1cccc2ncccc12)CN1CCN(CC1)[C@@H]1c2ccccc2[C@@H]2[C@H](c3ccccc13)C2(F)F	CID:3036703	phase I
BRD-K71140693	Fc1cccc(F)c1S(=O)(=O)N[C@H]2CC[C@H](CC2)NS(=O)(=O)c3ccc4OCCOc4c3	CID:25243776	phase I
BRD-K71380401	CCc1ccc2NC(=O)/C(=C/3\NC(=S)NC3=O)/c2c1	CID:750586	phase I
BRD-K71515738	COc1ccccc1-c1ccc(cc1)[C@H]1[C@@H]2CNC[C@H]1N2S(=O)(=O)c1ccc(F)cc1	CID:60184982	phase I
BRD-K72567746	C(N1[C@H]2CNC[C@@H]1[C@@H]2c1ccc(\C=C\c2ccccc2)cc1)c1cncnc1	CID:60185282	phase I
BRD-K73368362	CN(C)Cc1cccc(N\C(c2ccccc2)=C2/C(=O)Nc3cc(ccc23)C(=O)N(C)C)c1	CID:135659062	phase I
BRD-K74133369	CC[C@H]1CC[C@@H]2O[C@]3(CC[C@@H](C)[C@@H](C[C@@H](C)O)O3)[C@H](C)[C@H](OC(=O)\C=C\[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@](C)(O)[C@H](O)[C@@H](C)C\C=C\C=C\1)[C@H]2C	CID:73707429	phase I
BRD-K74415279	C\C=C\c1ccc(cc1)[C@@H]1[C@@H]2CNC[C@H]1N2S(=O)(=O)c1ccc(Cl)cc1	CID:60185026	phase I
BRD-K74663820	C(N1C[C@H]2N[C@@H](C1)[C@@H]2c1ccc(cc1)-c1ccccc1)c1cccnc1	CID:60185278	phase I
BRD-K74728819	O=C(N1C[C@H]2N[C@@H](C1)[C@@H]2c1ccc(cc1)-c1cncnc1)c1ccc2OCOc2c1	CID:60184998	phase I
BRD-K75449859	CN(C)C(=O)c1ccc(cc1)-c1ccc(cc1)[C@H]1[C@H]2CN(C[C@@H]1N2)S(=O)(=O)Cc1ccccc1	CID:60184828	phase I
BRD-K75907833	C(C1CCCCC1)N1[C@H]2CNC[C@@H]1[C@@H]2c1ccc(cc1)-c1ccncc1	CID:60184978	phase I
BRD-K76211354	C(N1C[C@H]2N[C@@H](C1)[C@@H]2c1ccc(\C=C\c2ccccc2)cc1)c1ccc2OCOc2c1	CID:60185056	phase I
BRD-K77403604	FC(F)(F)c1cccc(CN2[C@H]3CNC[C@@H]2[C@H]3c2ccc(cc2)-c2cccnc2)c1	CID:60184933	phase I
BRD-K77537540	Cc1ccccc1S(=O)(=O)N1[C@H]2CNC[C@@H]1[C@@H]2c1ccc(cc1)-c1cccnc1	CID:60184826	phase I
BRD-K77790153	N#Cc1ccc(cc1)-c1ccc(cc1)[C@H]1[C@H]2CN(Cc3cocn3)C[C@@H]1N2	CID:60185137	phase I
BRD-K78132017	COc1ccccc1-c1ccc(cc1)[C@H]1[C@@H]2CNC[C@H]1N2Cc1ccc(F)cc1	CID:60185151	phase I
BRD-K78197930	FC(F)(F)c1ccc(NC(=O)N2C[C@H]3N[C@@H](C2)[C@H]3c2ccc(cc2)-c2cccnc2)cc1	CID:60185173	phase I
BRD-K79259704	C\C=C\c1ccc(cc1)[C@H]1[C@H]2CN(Cc3ccccn3)C[C@@H]1N2	CID:60185255	phase I
BRD-K79500219	Fc1cccc(c1)S(=O)(=O)N1[C@H]2CNC[C@@H]1[C@@H]2c1ccc(cc1)-c1ccccc1F	CID:60185022	phase I
BRD-K80021597	CN(C)C(=O)c1cccc(c1)-c1ccc(cc1)[C@@H]1[C@H]2CN(C[C@@H]1N2)C(=O)CN1CCOCC1	CID:60185028	phase I
BRD-K80674743	Cc1ccccc1-c1ccc(cc1)[C@@H]1[C@H]2CN(C[C@@H]1N2)C(=O)Cc1ccncc1	CID:60185202	phase I
BRD-K81146569	Fc1ccc(NC(=O)N2[C@H]3CNC[C@@H]2[C@H]3c2ccc(cc2)-c2cccnc2)cc1	CID:60184839	phase I
BRD-K81210389	Cc1ccccc1-c1ccc(cc1)[C@H]1[C@@H]2CNC[C@H]1N2S(=O)(=O)c1ccccc1	CID:60184877	phase I
BRD-K81311598	CN(C)CC(=O)N1C[C@H]2N[C@@H](C1)[C@H]2c1ccc(cc1)C1=CCCCC1	CID:60185102	phase I
BRD-K81600610	COc1ccccc1-c1ccc(cc1)[C@H]1[C@H]2CN(Cc3nccs3)C[C@@H]1N2	CID:60185147	phase I
BRD-K81793693	C\C=C\c1ccc(cc1)[C@H]1[C@@H]2CNC[C@H]1N2Cc1ccccn1	CID:60185230	phase I
BRD-K82091397	COc1nccc(n1)-c1c(ncn1[C@H]1CC[C@H](O)CC1)-c1ccc(F)cc1	CID:5166	phase I
BRD-K82189384	ONC(=O)c1ccc(cc1)\N=N\c1ccccc1	CID:73707539	phase I
BRD-K82670191	CS(=O)(=O)N1[C@H]2CNC[C@@H]1[C@H]2c1ccc(cc1)-c1ccccc1	CID:60184840	phase I
BRD-K83048312	CCCN1[C@H]2CN(Cc3ccc(F)cc3)C[C@@H]1[C@H]2c1ccccc1	CID:71500439	phase I
BRD-K83216866	C(C1CCOCC1)N1[C@H]2CNC[C@@H]1[C@@H]2c1ccc(\C=C\c2ccccc2)cc1	CID:60185204	phase I
BRD-K83860226	CN(C)C(=O)c1ccc(cc1)-c1ccc(cc1)[C@H]1[C@H]2CN(Cc3ccc4OCOc4c3)C[C@@H]1N2	CID:60184955	phase I
BRD-K84085265	O[C@H]1CC[C@H](CC1)Nc1ncc2nc(Nc3c(F)cc(F)cc3F)n([C@@H]3CCOC3)c2n1	CID:57394468	phase I
BRD-K84658672	CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@@H](Cc1ccccc1)C(O)=O	CID:60026	phase I
BRD-K84679731	C(C1CC1)N1[C@H]2CNC[C@@H]1[C@H]2c1ccc(cc1)-c1ccncc1	CID:60188138	phase I
BRD-K84687999	Clc1cccc(c1)S(=O)(=O)N1[C@H]2CNC[C@@H]1[C@@H]2c1ccc(cc1)-c1cccnc1	CID:60184863	phase I
BRD-K84792586	Cc1ccccc1-c1ccc(cc1)[C@H]1[C@H]2CN(C[C@@H]1N2)S(=O)(=O)Cc1ccccc1	CID:60185011	phase I
BRD-K85275009	COC(=O)c1scc2c(O)cc(nc12)C(F)(F)F	CID:2775426	phase I
BRD-K86595100	CNC1=Nc2ccc(Cl)cc2C(=[N+]([O-])C1)c3ccccc3	CID:2712	phase I
BRD-K87927861	COc1ccccc1S(=O)(=O)N1C[C@H]2N[C@@H](C1)[C@@H]2c1ccc(cc1)-c1cccnc1	CID:60184956	phase I
BRD-K87939627	CN(C)C(=O)c1cccc(c1)-c1ccc(cc1)[C@H]1[C@H]2CN(C[C@@H]1N2)S(=O)(=O)c1ccccc1C	CID:60185003	phase I
BRD-K88769248	COc1ccc(cc1)-c1ccc(cc1)[C@H]1[C@H]2CN(C[C@@H]1N2)C(=O)c1cnccn1	CID:60185131	phase I
BRD-K89793492	COc1cccc(CN2[C@H]3CNC[C@@H]2[C@H]3c2ccc(cc2)-c2ccc(cc2)C#N)c1	CID:60184912	phase I
BRD-K89843224	CC(=O)N1C(=N)S/C(=C/c2cc3ccc(C)cc3nc2O)/C1=O	CID:136848705	phase I
BRD-K89923877	CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)c1ccccc1	CID:3000322	phase I
BRD-K90041565	C\C=C\c1ccc(cc1)[C@H]1[C@H]2CN(C[C@@H]1N2)S(=O)(=O)c1ccccc1F	CID:60184883	phase I
BRD-K91454871	C(N1C[C@H]2N[C@@H](C1)[C@H]2c1ccc(cc1)-c1ccncc1)c1ccccc1	CID:60185512	phase I
BRD-K91938660	C[C@@]1(C[C@@H]2C[C@]3(C)C1)C[C@](N)(C2)C3	CID:1263681	phase I
BRD-K92543914	COc1cccc(c1)-c1ccc(cc1)[C@H]1[C@H]2CN(C[C@@H]1N2)S(=O)(=O)Cc1ccccc1	CID:60184911	phase I
BRD-K92571446	CC(C)n1cnc2c(Nc3cccc(NC(=O)C=C)c3)nc(N[C@H]3CC[C@@H](CC3)N(C)C)nc12	CID:42628507	phase I
BRD-K92902323	COc1cccc(CN2[C@H]3CNC[C@@H]2[C@@H]3c2ccc(\C=C\c3ccccc3)cc2)c1	CID:60184837	phase I
BRD-K93386351	Cc1cccc(c1)-c1ccc(cc1)[C@@H]1[C@@H]2CNC[C@H]1N2Cc1cccc(F)c1	CID:60184836	phase I
BRD-K94003664	Fc1ccc(cc1)-c1ccc(cc1)[C@@H]1[C@H]2CN(C[C@@H]1N2)C(=O)Cc1ccncc1	CID:60184858	phase I
BRD-K94294671	COc1cccc2cc([nH]c12)-c1nc([C@@H]2CC[C@@H](CC2)C(O)=O)n2ncnc(N)c12	CID:135398516	phase I
BRD-K98333955	Nc1ncnc2n(cc(-c3ccc(OCc4ccccc4)cc3)c12)[C@H]1C[C@H](CN2CCC2)C1	CID:46881851	phase I
BRD-K98481427	COc1ccc(cc1)S(=O)(=O)N1[C@H]2CNC[C@@H]1[C@H]2c1ccc(cc1)-c1ccncc1	CID:60185206	phase I
BRD-K99185973	COc1cccc(c1)-c1ccc(cc1)[C@@H]1[C@@H]2CNC[C@H]1N2Cc1cccnc1	CID:60184948	phase I
BRD-K99818283	COc1ccc2C3=NCCN3C(=Nc2c1OC)NC(=O)c4cccnc4	CID:135398491	phase I
BRD-K99875147	CCCNC(=O)N1[C@H]2CNC[C@@H]1[C@@H]2c1ccc(cc1)-c1ccccc1F	CID:60184975	phase I
BRD-K03319035	CNCCC[C@]1(CC[C@H]2c3ccccc31)c4ccccc24	CID:4011	phase I
BRD-K17894950	O=C1Nc2ccccc2\C1=C1\Nc2ccccc2C1=O	CID:10177	phase I
BRD-K19136521	O\N=C1c2ccccc2NC/1=C1\C(=O)Nc2ccccc12	CID:3707	phase I
BRD-K29673530	Cc1cc(O)c2c3c1c1c(C)cc(O)c4c1c1c3c3c(c(O)cc(O)c3c2=O)c2c(O)cc(O)c(c12)c4=O	CID:3663	phase I
BRD-K31633810	CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)N1Cc2ccccc2NC1=O	CID:16759155	phase I
BRD-K44084986	C[C@@H](N)[C@H]1CC[C@@H](CC1)C(=O)Nc1ccncc1	CID:448042	phase I
BRD-K56558538	Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1	CID:2132	phase I
BRD-K68103045	COc1ccc(cc1)-n1nc2c3CCCCCc3[nH]cc2c1=O	CID:163844	phase I
BRD-A00474148	Oc1ccc(cc1)N1CCN(CC1)[S+]([O-])(=O)c1ccc2NC(=O)Cc2c1	CID:44825297	phase I
BRD-A04756508	CC[C@]12CCC3C(CCC4=C\C(CCC34)=N\O)C1CC[C@@]2(OC(C)=O)C#C	CID:98042564	phase I
BRD-A07029265	CC(C)[N+]1(C)C2CC[C@@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3	CID:5702074	phase I
BRD-A09539288	CN1C2CC[C@H]1C[C@H](C2)OC(=O)C(O)c1ccccc1	CID:5702065	phase I
BRD-A12832192	CN([N+][O-])C(=O)NC1C(O)OC(CO)C(O)C1O	CID:73707368	phase I
BRD-A13711138	OCC=C1C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1C1=CN2C5C(=CN(C31)c1ccccc41)[C@@H]1C[C@@H]3[C@@]5(CC[N@@+]3(CC=C)CC1=CCO)c1ccccc21	CID:73707450	phase I
BRD-A13946108	CC1=C(CC(O)=O)c2cc(F)ccc2C\1=C/c1ccc(cc1)S(C)=O	CID:1548887	phase I
BRD-A19248578	C[C@H]1CC[C@@H]2C[C@H](C[C@@](O)(O2)C2CSC(=O)N2)OC(=O)\C=C(C)/CC\C=C/1	CID:16760044	phase I
BRD-A21072306	O[Hg]c1c(O)c(Br)cc2c1Oc3cc(O)c(Br)cc3C42OC(=O)c5ccccc54	CID:4564401	phase I
BRD-A23801136	CCC(C)N1CCC2(CC1)NC3=C4NC(=O)C(=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)C=CO[C@@]5(C)Oc6c(C5=O)c(C3=N2)c(C4=O)c(O)c6C)C	CID:135899465	phase I
BRD-A24421185	CCCC[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@@H]1O[C@@H]21)OC(=O)[C@H](CO)c1ccccc1	CID:73707491	phase I
BRD-A25576662	CN([N+][O-])C(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O	CID:73707422	phase I
BRD-A31836915	C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@@H]2N=C1C(C)=C1N=C(C=C3N=C(C(C)=C4[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@@]2(C)N4[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O)OP(O)(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)n1cnc2cc(C)c(C)cc12	CID:73707516	phase I
BRD-A32595718	CC(C)(C)c1ccc2OCC(Oc2c1)C(=O)N\N=C\c1ccc[nH]1	CID:135550902	phase I
BRD-A33973768	C[N+]1([O-])[C@H]2C[C@@H](C[C@@H]1[C@@H]1O[C@@H]21)OC(=O)[C@H](CO)c1ccccc1	CID:73707515	phase I
BRD-A35782587	COC(=O)CCc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)c(CCC(O)=O)c5C)c(C=C)c4C)C1=CC=C(C(C(=O)OC)[C@@]31C)C(=O)OC	CID:11980942	phase I
BRD-A37432947	CC(C)[N+]1(C)[C@@H]2CC[C@@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3	CID:43232	phase I
BRD-A37444045	NN=C1N=NC=C2C=CC=CC12	CID:6852378	phase I
BRD-A38161572	Clc1ccc(cc1)[C@H]1CCC(CC1)C1C(=O)C(=O)c2ccccc2C1=O	CID:44483269	phase I
BRD-A48349196	CNCCCN1c2ccccc2S(=O)c2ccc(Cl)cc12	CID:11723560	phase I
BRD-A49906757	C[N+]1([O-])[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)c1ccccc1	CID:3000667	phase I
BRD-A52627843	CCC(C)[C@@H]1N[C@@H]2C=Cc3c(cc(nc3[C@H]2O)C(=O)O[C@H](C)[C@@H]2NC(=O)c3csc(n3)[C@@H](NC(=O)[C@H]3CSC(=N3)C(NC(=O)[C@@H](NC(=O)c3csc(n3)[C@]3(CCC(=N[C@H]3c3csc2n3)c2nc(cs2)C(=O)NC(=C)C(=O)NC(=C)C(N)=O)NC(=O)[C@H](C)NC(=O)C(=C)NC(=O)[C@H](C)NC1=O)[C@@H](C)O)=CC)[C@@](C)(O)[C@@H](C)O)[C@H](C)O	CID:146170498	phase I
BRD-A52933579	CN1C2CC[C@@H]1C[C@H](C2)OC(c1ccc(Br)cc1)c1ccc(Br)cc1	CID:73707558	phase I
BRD-A56892734	COc1ccc2n([Mg]n3c(nc4cc(OC)ccc34)S(=O)Cc5ncc(C)c(OC)c5C)c(nc2c1)S(=O)Cc6ncc(C)c(OC)c6C	CID:5311083	phase I
BRD-A58564983	CO[C@H]1CC(O[C@H]2[C@@H](C)\C=C\C=C3/CO[C@@H]4C(=N/O)\C(C)=C[C@@H](C(=O)O[C@H]5C[C@@H](C\C=C2/C)O[C@@]2(CC[C@H](C)[C@H](O2)C2CCCCC2)C5)[C@]34O)O[C@@H](C)C1O	CID:98042561	phase I
BRD-A62035778	CN1C2C[C@@H](C[C@H]1[C@H]1OC21)OC(=O)[C@H](CO)c1ccccc1	CID:5702114	phase I
BRD-A65145453	CC(C)(C)c1onc(O)c1CC(N)C(O)=O	CID:2253	phase I
BRD-A65516924	OC(=O)c1ccc(cc1)N1CCN(CC1)[S+]([O-])(=O)c1ccc2NC(=O)Cc2c1	CID:44825310	phase I
BRD-A70541707	CN(C)CC(O)Cn1c2cc(Cl)ccc2sc2cc(=O)c(=O)cc12	CID:12321145	phase I
BRD-A73513677	CC(=N)C(C#N)C(=O)COC(=O)c1cc(C)n(c1C)c2ccc(F)cc2	CID:40619681	phase I
BRD-A74975734	CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(O)c3ccccc3	CID:5282593	phase I
BRD-A78303415	CN1C2CC[C@@H]1C[C@H](C2)OC(=O)[C@H](CO)c1ccccc1	CID:5318386	phase I
BRD-A78360835	COc1c(O)c2c(=O)cc3OCOc4cc(O)c5c(=O)c(OC)c(CC(C)O)c6c(c1CC(C)O)c2c3c4c56	CID:2674	phase I
BRD-A79465854	CCP(CC)(CC)=[Au]SC1CC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O	CID:177748840	phase I
BRD-A79768653	COC1CC(CC(C)C2CC(=O)C(C)\C=C(C)\C(O)C(OC)C(=O)C(C)CC(C)\C=C\C=C\C=C(C)\C(CC3CCC(C)C(O)(O3)C(=O)C(=O)N3CCCCC3C(=O)O2)OC)CCC1O	CID:5374464	phase I
BRD-A81541225	CCC1CCC2OC3(CC[C@@H](C)C(C[C@H](C)O)O3)[C@H](C)C(OC(=O)\C=C\[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H](C)C(=O)[C@@](C)(O)[C@H](O)[C@@H](C)C\C=C\C=C\1)[C@H]2C	CID:6364620	phase I
BRD-A82976242	O=Cc1ccc(cc1)N1CCN(CC1)[S+]([O-])(=O)c1ccc2NC(=O)Cc2c1	CID:44825307	phase I
BRD-A83892713	CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C2=O)c2c(O)c(\C=N\N4CCN(C)CC4)c(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)c(O)c2c(O)c3C	CID:135550179	phase I
BRD-A84282119	CC(N)[C@]12C[C@H]3C[C@H](C[C@@H](C3)C1)C2	CID:5071	phase I
BRD-A98175426	CC(=O)O[C@H]1C(OC=C(C)C(O)=O)C(C)(C)CC2C3=CCC4C5(C)CCC(OC6O[C@@H]([C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(O)=O)[C@](C)(CO)C5CCC4(C)[C@]3(C)C[C@@H](O)C12CO	CID:73707521	phase I
BRD-A98838152	COc1cccc(C(=O)N[C@@H]2CC3CC[C@H](C2)N3Cc2ccccc2)c1OC	CID:73707589	phase I
BRD-K57631554	NCC(=O)CCC(O)=O	CID:137	phase I
BRD-K77914232	CC=O	CID:177	phase I
BRD-K87070823	CC(N)=O	CID:178	phase I
BRD-K82381502	CC(=O)OCC[N+](C)(C)C	CID:187	phase I
BRD-A67373739	NC(=O)c1ncn(C2OC(COP(O)(O)=O)C(O)C2O)c1N	CID:200	phase I
BRD-A96407378	NC(=O)NC1NC(=O)NC1=O	CID:204	phase I
BRD-A45889380	CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12	CID:237	phase I
BRD-K53397409	OC(=O)c1ccccc1	CID:243	phase I
BRD-A51182606	OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)[N+](=O)[O-]	CID:298	phase I
BRD-A68045637	ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl	CID:299	phase I
BRD-K23913458	O=c1ccc2ccccc2o1	CID:323	phase I
BRD-K77345217	OC(=O)c1cc(O)c(O)c(O)c1	CID:370	phase I
BRD-A24543851	C1CNC(C1)c1cccnc1	CID:412	phase I
BRD-A05186015	CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1	CID:444	phase I
BRD-A60070924	CC12CCC3C(CCc4cc(O)ccc34)C1CCC2O	CID:450	phase I
BRD-A35258977	OCC(O)C(O)C(O)C(O)CO	CID:453	phase I
BRD-K96282009	COc1ccccc1O	CID:460	phase I
BRD-A77577770	CCCCCCCCCCCCCCCC(=O)OC(CC(O)=O)C[N+](C)(C)C	CID:462	phase I
BRD-A47441220	CC(O)(CCOP(O)(O)=O)CC(O)=O	CID:476	phase I
BRD-K64931368	NCCCCCC(O)=O	CID:564	phase I
BRD-A18929998	Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1	CID:596	phase I
BRD-K43887077	NCCc1ccc(O)c(O)c1	CID:681	phase I
BRD-K73866522	OCC(O)CO	CID:753	phase I
BRD-A07765530	CNCC(O)c1ccc(O)c(O)c1	CID:838	phase I
BRD-A74642112	NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O	CID:861	phase I
BRD-K97530723	COc1ccc2[nH]cc(CCNC(C)=O)c2c1	CID:896	phase I
BRD-A79058669	CNCC(O)c1ccccc1	CID:913	phase I
BRD-A94669766	Oc1ccc(cc1)C2CC(=O)c3c(O)cc(O)cc3O2	CID:932	phase I
BRD-K28912512	NC(=O)c1cccnc1	CID:936	phase I
BRD-K60237333	OC(=O)c1cccnc1	CID:938	phase I
BRD-A91555231	NCC(O)c1ccc(O)c(O)c1	CID:951	phase I
BRD-K50711164	Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl	CID:992	phase I
BRD-A19232309	CC(O)CO	CID:1030	phase I
BRD-K28667793	NC(=O)c1cnccn1	CID:1046	phase I
